ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-let-7c-5p,MIMAT0000064,SLC5A6,8884,PAR-CLIP,24398324|21572407,Unspecified
hsa-let-7c-5p,MIMAT0000064,TIAF1,9220,PAR-CLIP,26701625,Unspecified
hsa-let-7c-5p,MIMAT0000064,ESPL1,9700,PAR-CLIP,23446348|21572407,Unspecified
hsa-let-7c-5p,MIMAT0000064,SETDB1,9869,3'LIFE,25074381,Unspecified
hsa-let-7c-5p,MIMAT0000064,IGF2BP1,10642,PAR-CLIP,21572407,Unspecified
hsa-let-7c-5p,MIMAT0000064,IGF2BP3,10643,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7c-5p,MIMAT0000064,SRCAP,10847,CLASH,23622248,Unspecified
hsa-let-7c-5p,MIMAT0000064,PLXND1,23129,PAR-CLIP,23592263,Unspecified
hsa-let-7c-5p,MIMAT0000064,RBFOX2,23543,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-let-7c-5p,MIMAT0000064,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-let-7c-5p,MIMAT0000064,CACHD1,57685,CLASH,23622248,Unspecified
hsa-let-7c-5p,MIMAT0000064,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-let-7c-5p,MIMAT0000064,FKBP10,60681,CLASH,23622248,Unspecified
hsa-let-7c-5p,MIMAT0000064,ATG9A,79065,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7c-5p,MIMAT0000064,COLEC12,81035,PAR-CLIP,21572407,Unspecified
hsa-let-7c-5p,MIMAT0000064,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-let-7c-5p,MIMAT0000064,ZC3HAV1L,92092,PAR-CLIP,23592263,Unspecified
hsa-let-7c-5p,MIMAT0000064,MARS2,92935,PAR-CLIP,26701625,Unspecified
hsa-let-7c-5p,MIMAT0000064,LRIG3,121227,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7c-5p,MIMAT0000064,SMCR8,140775,PAR-CLIP,24398324|23446348|21572407|26701625|27292025,Unspecified
hsa-let-7c-5p,MIMAT0000064,ZNF738,148203,HITS-CLIP,23706177,Unspecified
hsa-let-7c-5p,MIMAT0000064,SLC16A9,220963,PAR-CLIP,21572407,Unspecified
hsa-let-7c-5p,MIMAT0000064,CEP170B,283638,CLASH,23622248,Unspecified
hsa-let-7c-5p,MIMAT0000064,NAT8L,339983,PAR-CLIP,21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,CCND1,595,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,CTPS1,1503,HITS-CLIP,23313552,Unspecified
hsa-let-7d-5p,MIMAT0000065,ARID3A,1820,PAR-CLIP//Sequencing,20371350|23592263,Unspecified
hsa-let-7d-5p,MIMAT0000065,EPHA4,2043,PAR-CLIP,21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,GATM,2628,PAR-CLIP,26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,HMGA1,3159,HITS-CLIP//PAR-CLIP,23592263|23313552,Unspecified
hsa-let-7d-5p,MIMAT0000065,PBX2,5089,PAR-CLIP,26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,PLAGL2,5326,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,TRAPPC10,7109,PAR-CLIP,26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,KMT2D,8085,PAR-CLIP,24398324|21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,HMGA2,8091,ChIP//HITS-CLIP//Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,17600087|20395557|17957144|23318420|20371350|21572407|26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,TNFRSF10B,8795,qRT-PCR//Western blot,24120475,Unspecified
hsa-let-7d-5p,MIMAT0000065,SLC5A6,8884,PAR-CLIP,24398324|21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,TIAF1,9220,PAR-CLIP,26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,ESPL1,9700,PAR-CLIP//Sequencing,20371350|23446348|21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,ZBTB39,9880,Sequencing,20371350,Unspecified
hsa-let-7d-5p,MIMAT0000065,IGF2BP1,10642,PAR-CLIP//Sequencing,20371350|21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,IGF2BP3,10643,PAR-CLIP//Sequencing,20371350|21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,PLXND1,23129,PAR-CLIP,23592263,Unspecified
hsa-let-7d-5p,MIMAT0000065,RBFOX2,23543,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-let-7d-5p,MIMAT0000065,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-let-7d-5p,MIMAT0000065,IGDCC4,57722,PAR-CLIP//Sequencing,20371350|23446348|21572407|26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,ATG9A,79065,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7d-5p,MIMAT0000065,COLEC12,81035,PAR-CLIP,21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-let-7d-5p,MIMAT0000065,ZC3HAV1L,92092,PAR-CLIP,23592263,Unspecified
hsa-let-7d-5p,MIMAT0000065,MARS2,92935,PAR-CLIP,26701625,Unspecified
hsa-let-7d-5p,MIMAT0000065,LRIG3,121227,PAR-CLIP,21572407|20371350,Unspecified
hsa-let-7d-5p,MIMAT0000065,SMCR8,140775,PAR-CLIP,24398324|23446348|21572407|26701625|27292025,Unspecified
hsa-let-7d-5p,MIMAT0000065,ZNF738,148203,HITS-CLIP,23706177,Unspecified
hsa-let-7d-5p,MIMAT0000065,SLC16A9,220963,PAR-CLIP,21572407,Unspecified
hsa-let-7d-5p,MIMAT0000065,NAT8L,339983,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,CCND1,595,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,21969366|23592263|24100610|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,CTPS1,1503,HITS-CLIP,23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,ARID3A,1820,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,23592263|28408353,Unspecified
hsa-let-7e-5p,MIMAT0000066,EPHA4,2043,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,GATM,2628,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,GTF2I,2969,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,HMGA1,3159,HITS-CLIP//PAR-CLIP,23592263|23313552,Unspecified
hsa-let-7e-5p,MIMAT0000066,NDST1,3340,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MKI67,4288,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,MYCN,4613,Luciferase reporter assay//Microarray//qRT-PCR//Reporter assay//Western blot,21654684|23774216,Unspecified
hsa-let-7e-5p,MIMAT0000066,PBX2,5089,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,PFAS,5198,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLAGL2,5326,PAR-CLIP,23592263|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLK1,5347,Microarray//qRT-PCR//Western blot,25970317,Unspecified
hsa-let-7e-5p,MIMAT0000066,PPP1R10,5514,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SALL1,6299,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,SCD,6319,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,TRAPPC10,7109,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,KMT2D,8085,PAR-CLIP,24398324|21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,HMGA2,8091,HITS-CLIP//Luciferase reporter assay//PAR-CLIP//qRT-PCR,17437991|20371350|21572407|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,TNFRSF10B,8795,qRT-PCR//Western blot,24120475,Unspecified
hsa-let-7e-5p,MIMAT0000066,SLC5A6,8884,PAR-CLIP,24398324|21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,TIAF1,9220,PAR-CLIP,26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,VGLL4,9686,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ESPL1,9700,PAR-CLIP,23446348|21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,KIAA0355,9710,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IGF2BP1,10642,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,IGF2BP3,10643,CLASH//PAR-CLIP,23622248|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,ATXN2L,11273,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,PLXND1,23129,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,RBFOX2,23543,PAR-CLIP,24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-let-7e-5p,MIMAT0000066,C1RL,51279,PAR-CLIP,23592263,Unspecified
hsa-let-7e-5p,MIMAT0000066,DGCR8,54487,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZNF770,54989,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,FAM219B,57184,CLASH,23622248,Unspecified
hsa-let-7e-5p,MIMAT0000066,IGDCC4,57722,PAR-CLIP,23446348|21572407|20371350|26701625,Unspecified
hsa-let-7e-5p,MIMAT0000066,ATG9A,79065,PAR-CLIP,23592263|26701625|27292025,Unspecified
hsa-let-7e-5p,MIMAT0000066,COLEC12,81035,PAR-CLIP,21572407,Unspecified
hsa-let-7e-5p,MIMAT0000066,HASPIN,83903,HITS-CLIP//PAR-CLIP,21572407|20371350|23706177,Unspecified
hsa-let-7e-5p,MIMAT0000066,ZC3HAV1L,92092,PAR-CLIP,23592263,Unspecified
